work-id,section_num,page_url,section_title,section_url
,1.2.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,A. The Primary Division: Eternal Law and Temporal Law Distinguished,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#a-the-primary-division-eternal-law-and-temporal-law-distinguished
,1.2.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,B. The Subdivision of Temporal Law into Its Species,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#b-the-subdivision-of-temporal-law-into-its-species
,1.3,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,III. Natural Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#iii-natural-law
,1.3.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,A. The Definition of Natural Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#a-the-definition-of-natural-law
,1.3.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,B. The Threefold Means According to the Threefold Grade of Inclinations,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#b-the-threefold-means-according-to-the-threefold-grade-of-inclinations
,1.3.3,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,C. The Distinction Between Natural Law and Conscience,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#c-the-distinction-between-natural-law-and-conscience
,1.4,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,IV. Human Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#iv-human-law
,1.5,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,V. Divine Law in General,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#v-divine-law-in-general
,1.5.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,A. The Definition of Divine Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#a-the-definition-of-divine-law
,1.5.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,B. The Sixfold Distinction Between Divine and Human Laws,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#b-the-sixfold-distinction-between-divine-and-human-laws
,1.5.3,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,C. The Perfect Example of All Laws Expressed in the Mosaic Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#c-the-perfect-example-of-all-laws-expressed-in-the-mosaic-law
,1.6,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,VI. The Moral Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#vi-the-moral-law
,1.6.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,A. The Definition of the Moral Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#a-the-definition-of-the-moral-law
,1.6.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,B. The Uses of the Moral Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#b-the-uses-of-the-moral-law
,1.6.2.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,1. The Principal Uses in Corrupted Nature,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#1-the-principal-uses-in-corrupted-nature
,1.6.2.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,2. The Principal Uses Before the Fall,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#2-the-principal-uses-before-the-fall
,1.7,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,VII. The Ceremonial Laws,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#vii-the-ceremonial-laws
,1.7.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,A. The Definition of the Ceremonial Laws,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#a-the-definition-of-the-ceremonial-laws
,1.7.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,B. The Fourfold Use or End of the Ceremonies,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#b-the-fourfold-use-or-end-of-the-ceremonies
,1.8,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,VIII. The Judicial Laws,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#viii-the-judicial-laws
,1.8.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,A. The Definition of the Judicial Laws,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#a-the-definition-of-the-judicial-laws
,1.8.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,B. The Distinction Between Common Right and Particular Right,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#b-the-distinction-between-common-right-and-particular-right
,1.9,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,IX. The Use of the Mosaic Polity,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#ix-the-use-of-the-mosaic-polity
,1.10,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,X. The Distinction and Agreement of the Three Parts of the Mosaic Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#x-the-distinction-and-agreement-of-the-three-parts-of-the-mosaic-law
,1.10.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,A. Their Agreement,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#a-their-agreement
,1.10.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,B. Their Fivefold Difference,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#b-their-fivefold-difference
,1.11,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,XI. The Abrogation of the Mosaic Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#xi-the-abrogation-of-the-mosaic-law
,1.11.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,A. General Principles Concerning the Giving and Obligation of the Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#a-general-principles-concerning-the-giving-and-obligation-of-the-law
,1.11.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,B. The Diverse Manner of Abrogation for the Faithful Christian People,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#b-the-diverse-manner-of-abrogation-for-the-faithful-christian-people
,1.11.2.1,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,1. The Abrogation of the Moral Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#1-the-abrogation-of-the-moral-law
,1.11.2.2,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,2. The Abrogation of the Ceremonial Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#2-the-abrogation-of-the-ceremonial-law
,1.11.2.3,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,3. The Abrogation of the Judicial Law,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#3-the-abrogation-of-the-judicial-law
,1.12,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,XII. The Justification of the Abrogation,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#xii-the-justification-of-the-abrogation
,1.13,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/,XIII. COROLLARIES,https://confessionallyreformed.wordpress.com/2026/02/02/franciscus-gomarus-c-1563-1641-on-the-law-of-god/#xiii-corollaries
,1,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,PROOEMIUM,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#prooemium
,1.1,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,I. Introduction to Elenctic Theology,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#i-introduction-to-elenctic-theology
,1.1.1,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,A. The Prudent Dispensation of Sacred Doctrine,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#a-the-prudent-dispensation-of-sacred-doctrine
,1.1.1.1,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,1. The Parable of the Householder (Matt. 13),https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#1-the-parable-of-the-householder-matt-13
,1.1.1.2,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,2. The Application to Ministers of the Word,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#2-the-application-to-ministers-of-the-word
,1.1.1.2.1,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,a. The Duties of Ministers toward Various Classes,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#a-the-duties-of-ministers-toward-various-classes
,1.1.1.2.2,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,b. Historical Examples of This Method,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#b-historical-examples-of-this-method
,1.1.2,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,B. The Fourfold Division of Theology,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#b-the-fourfold-division-of-theology
,1.1.2.1,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,1. The Four Parts Enumerated,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#1-the-four-parts-enumerated
,1.1.2.2,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,2. The Progress of the Present Course,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#2-the-progress-of-the-present-course
,1.2,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,II. The Definition of Elenctic Theology,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#ii-the-definition-of-elenctic-theology
,1.2.1,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,A. The Definition Stated,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#a-the-definition-stated
,1.2.2,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,B. The Definite Subject Explained,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#b-the-definite-subject-explained
,1.2.2.1,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,1. Theology as the Genus,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#1-theology-as-the-genus
,1.2.2.2,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/,2. The Adjunct Mode: Elenctic,https://confessionallyreformed.wordpress.com/2026/02/04/johann-heinrich-alting-c-1583-1644-on-elenctic-theology/#2-the-adjunct-mode-elenctic
